标题,链接,作者关键字,索引关键字
"Unmanned Aerial Vehicles as Store-Carry-Forward Nodes for Vehicular Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032654807&doi=10.1109%2fACCESS.2017.2765498&partnerID=40&md5=a8016a0dccf7195d48e565e6e59052ef","connectivity; store-carry-forward; Unmanned aerial vehicles; vehicular networks","Ad hoc networks; Mobile antennas; Mobile telecommunication systems; Routing protocols; Smart city; Spread spectrum communication; Unmanned aerial vehicles (UAV); Vehicle to vehicle communications; Vehicles; Connectivity; Delays; Land vehicles; Store carry forwards; Vehicular networks; Vehicular ad hoc networks"
"A low cost smart irrigation system using MQTT protocol","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040007540&doi=10.1109%2fTENCONSpring.2017.8070095&partnerID=40&md5=2bbb3c6d4902846d024841d84996fd99",,"Agriculture; Irrigation; Moisture; Moisture meters; Pumps; Smart city; Soil moisture; Soils; Water levels; Websites; Agricultural irrigation; Economical systems; Irrigation systems; Message queues; Mobile applications; Sensor informations; Soil moisture sensors; Transport protocols; Moisture control"
"The alignment of University curricula with the building of a Smart City: A case study from Barcelona","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961892009&doi=10.1016%2fj.techfore.2016.03.011&partnerID=40&md5=ffdc9d9a2ad8f30c40203ff3941fef53","Emerging technologies; Innovation; Science of cities; Smart City services; University curricula","Application programs; Complex networks; Computational complexity; Innovation; Societies and institutions; Urban growth; Complexity theory; Emerging technologies; Science of cities; Smart cities; Theoretical structure; Triple helix models; University curricula; University programs; Curricula; curriculum; innovation; smart city; technology adoption; university sector; urban development; urban planning; Barcelona [Barcelona (PRV)]; Barcelona [Catalonia]; Catalonia; Spain"
"Integrated pollution monitoring system for smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011067069&doi=10.1109%2fICTSS.2016.7792847&partnerID=40&md5=6757976cc60a9ed09f4e43f5c3269e8c","dust; humidity; luminosity; Noise; pollution; smart cities; waspmote; wireless sensor network","Atmospheric humidity; Dust; Luminance; Monitoring; Pollution; Pollution detection; Smart city; Wireless sensor networks; Continuous monitoring; Controlled laboratories; Light intensity; Noise; Policy makers; Pollution level; Pollution monitoring; waspmote; Air pollution"
"IoT-based smart city development using big data analytical approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010302955&doi=10.1109%2fICA-ACCA.2016.7778510&partnerID=40&md5=6e6bb53717c7ead722d221bd59728b5d","Big Data; Hadoop; Smart City","Automation; Data handling; Decision making; Intelligent buildings; Internet of things; Network security; Urban growth; Analytical approach; Evaluation results; Hadoop; Implementation models; Sensors deployments; Smart cities; System implementation; Vehicular networkings; Big data"
"OneM2M architecture based IoT framework for mobile crowd sensing in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988958018&doi=10.1109%2fEuCNC.2016.7561026&partnerID=40&md5=d5da5b146838ab106a2ca9206dbe504f","IoT framework; Mobile application; Mobile crowd sensing; oneM2M architecture; Smart city","Architecture; Big data; Edge computing; Information services; Internet of things; Mobile computing; Network architecture; Power management; Program processors; Smart city; Crowd sensing; Data-centric approaches; Information and Communication Technologies; Iot frameworks; Machine to machine (M2M); Mobile application development; Mobile applications; Onem2m architectures; Mobile cloud computing"
"Solving Critical Events through Mobile Edge Computing: An Approach for Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979584512&doi=10.1109%2fSMARTCOMP.2016.7501719&partnerID=40&md5=89f2c6adcd757830400ed285f375a54e","Critical Event; Fog Computing; Internet of Things; Mobile Edge Computing; Smart City","Bandwidth; Embedded systems; Internet; Internet of things; Base transceiver station; Critical events; Cyber physical systems (CPSs); Edge computing; Heterogeneous environments; Natural and man-made disasters; Smart cities; Time-critical applications; Radio transceivers"
"Lightweight CoAP-based bootstrapping service for the internet of things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960420501&doi=10.3390%2fs16030358&partnerID=40&md5=d63b3448ca201df00a8ec7897965542e","AAA; Bootstrapping; CoAP; EAP; IoT; Lightweight","Authentication; Energy utilization; Industrial research; Internet; Internet protocols; Network protocols; Network security; Authentication authorization and accountings; Bootstrapping; CoAP; Constrained Application Protocol (CoAP); Design and implementations; Extensible authentication protocols; Lightweight; Performance measurements; Internet of things"
"Robotic Automated External Defibrillator Ambulance for Emergency Medical Service in Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979822684&doi=10.1109%2fACCESS.2016.2514263&partnerID=40&md5=fb738cb929ea400dd1ab97b979157a5e","emergency management; smart cities; Smart healthcare","Ambulances; Emergency services; Machine design; Risk management; Robotics; Automated external defibrillator; Design and Development; Emergency management; Emergency medical services; Emergency treatment; Smart cities; State-of-the-art technology; Sudden cardiac arrest; Defibrillators"
"Internet of Things for Cultural Heritage of Smart Cities and Smart Regions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947803652&doi=10.1109%2fWAINA.2015.169&partnerID=40&md5=16f8073a064fff4581c41c81abf5b546","Cultural Heritage; Culture P- reservation; Internet of Things; Smart Towns","Internet; Cultural heritages; Enabling technologies; Iot services; Small towns; Smart cities; Smart Towns; Internet of things"
"Smart WSN-based ubiquitous architecture for smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946206095&doi=10.1109%2fICACCI.2015.7275972&partnerID=40&md5=4e3bc057a776a700708a2abe41f6fa98","architecture; pervasive; smart cities; ubiquitous computing","Architecture; Information science; Rural areas; Waste management; Application-centric; Conceptual architecture; Devices and systems; IT infrastructures; Living standards; pervasive; Research efforts; Smart cities; Ubiquitous computing"
"Large-scale mobile sensing enabled internet-of-things testbed for smart city services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940758775&doi=10.1155%2f2015%2f785061&partnerID=40&md5=2c624f5868dc86617122bf96df3f1673",,"Amphibious vehicles; Cost effectiveness; Digital storage; Internet; Solid wastes; Testbeds; Trucks; Urban transportation; Vehicles; Actuation capability; Improving efficiency; Large scale Internet; Mobile sensing networks; Number of vehicles; Physical characteristics; Public transportation; Waste collection; Internet of things"
"Challenges for quality of data in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930974342&doi=10.1145%2f2747881&partnerID=40&md5=ddbb7177d345365f241b6b4cd50d69c4","Internet of things; Quality of information; Smart cities",
"A novel emergency management platform for smart public safety","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923215278&doi=10.1002%2fdac.2716&partnerID=40&md5=965dc7b46e06fbcb9d31c8d0f2bb5f25","Emergency management; Smart cities; Social network; WSN","Civil defense; Collector efficiency; Disasters; Risk management; Social networking (online); Efficient architecture; Emergency management; Environmental disasters; Functional integration; Heterogeneous component; Professional communication; Smart cities; WSN; Wireless sensor networks"
"RFID-plants in the smart city: Applications and outlook for urban green management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940164168&doi=10.1016%2fj.ufug.2014.07.003&partnerID=40&md5=8c06a8afcfc2fa189ff7784518312320","Bioindicators; Electronic identification; Multifunctional green spaces; Tags; Web 2.0","bioindicator; biomonitoring; ecosystem health; greenspace; mobile communication; sensor; sustainability; urban planning; urban pollution"
"Sub-millimeter displacement sensing by passive UHF RFID antennas","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894027126&doi=10.1109%2fTAP.2013.2292520&partnerID=40&md5=7645629c344f14f2c8a5be3768aa44a7","Crack; displacement; radiofrequency identification (RFID); sensor; smart city; structural health monitoring (SHM); UHF","Cracks; Radio frequency identification (RFID); Sensors; Structural health monitoring; Concrete bricks; Design Methodology; displacement; Displacement sensing; Passive UHF RFID; Smart cities; Structural health monitoring (SHM); UHF; Antennas"
"Supporting smart-city mobility with cognitive internet of things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890015213&partnerID=40&md5=b661e17fcb651c70b2fddfc06d12b62b","Internet of Things (IoT); Resource Description Framework (RDF); Smart city; Traffic monitoring","Control and monitoring; Internet of thing (IOT); Internet of Things (IOT); Resource description framework; Resource limitations; Smart cities; Traffic monitoring; Virtual representations; Semantic Web; Wireless sensor networks"
"How long a passenger waits for a vacant taxi? Large-scale taxi trace mining for smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893483673&doi=10.1109%2fGreenCom-iThings-CPSCom.2013.175&partnerID=40&md5=f96735d5a1b84e3135dd77449150c6f2","Arriving model; Passenger's waiting time; Smart city; Taxi trace data","Arrival models; GPS traces; Real-world; Smart cities; Trace data; Transportation services; Underlying dynamics; Waiting-time; Electronic commerce; Internet; Taxicabs; Transportation"
"CrowdSC: Building smart cities with large-scale citizen participation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890963581&doi=10.1109%2fMIC.2013.88&partnerID=40&md5=862ca5d1a2cec3993c08766e31498277","business process management; crowdsourcing; smart cities","Assessment activities; Business process management; Citizen participation; Crowdsourcing; Execution strategies; Local government; Process Modeling; Smart cities; Enterprise resource management; Electronic commerce"
"Toward content-centric privacy in ICN: Attribute-based encryption and routing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883668982&doi=10.1145%2f2491224.2491237&partnerID=40&md5=45693e1a39509788935d459c45bafffe","Attribute-based encryption; ICN; Privacy; Security","Attribute-based encryptions; Data accessibility; Data confidentiality; ICN; Information-centric networkings (ICN); Multi-party communication; Privacy preservation; Security; Data privacy; Open systems; Cryptography"
"Parking easier by using context information of a smart city: Enabling fast search and management of parking resources","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881444796&doi=10.1109%2fWAINA.2013.150&partnerID=40&md5=fcf638a18294f44f3cacf98a26a669f0","context-awareness; efficient; IoT; management; parking; smart city","Constrained devices; Context information; Context-awareness; efficient; IoT; Public authorities; Resource management; Smart cities; Electronic commerce; Management; Parking; Semantics; Information management"
